county_name,fips,land_area_square_miles_2010,primary_ruca_code_2010,secondary_ruca_code_2010,tract_population_2010,tract_population_2018,population_estimate_2010,population_estimate_2011,population_estimate_2012,population_estimate_2013,population_estimate_2014,population_estimate_2015,population_estimate_2016,population_estimate_2018,pct_black_pop_2010,pct_black_pop_2018,pct_white_pop_2010,pct_white_pop_2018,groc09,groc14,superc09,superc14,convs09,convs14,specs09,specs14,poverty_rate,median_family_income,pct_hhold_no_veh,pct_hhold_1_veh,pct_hhold_2plus_veh,food_desert_2010,food_desert_2017
Cabarrus,37025041901,1.553013373,1,1,2052,2363,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,27.5,28485,0.06,0.298461538,0.641538462,NA,0
Cabarrus,37025041902,1.123882041,1,1,4057,4290,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,38.1,33675,0.153645833,0.397786458,0.448567708,NA,1
Cabarrus,37025042000,6.479886393,1,1,4663,4834,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,20.2,45000,0.035942029,0.333333333,0.630724638,NA,1
Cabarrus,37025042101,1.416206562,1,1,3264,3156,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,31.9,34042,0.12332838,0.491084695,0.385586924,NA,1
Cabarrus,37025042102,1.468269351,1,1,3477,4072,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,22.5,46923,0.008429119,0.355555556,0.636015326,NA,1
Cabarrus,37025042200,5.229390252,1,1,6263,7324,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,5.5,65921,0.035408125,0.319791278,0.644800596,NA,0
Cabarrus,37025042300,2.114138367,1,1,4839,4336,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,22.4,42323,0.130388505,0.480042576,0.38956892,NA,0
Cabarrus,37025042401,4.344988857,1,1,3349,3387,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,8.7,71500,0.063670412,0.334082397,0.602247191,NA,0
Cabarrus,37025042402,2.034873907,1,1,4945,6186,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,22,47847,0.068906115,0.449612403,0.481481481,NA,0
Cabarrus,37025042501,4.256222423,1,1,4365,4100,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,4.7,96037,0.014359563,0.223434808,0.762205629,NA,0
Cabarrus,37025042502,1.327283756,1,1,2379,2422,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,12.8,36635,0.097440945,0.378937008,0.523622047,NA,0
Cabarrus,37025042503,2.17467108,1,1,3714,4222,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,11.4,78692,0.023240801,0.198192382,0.778566817,NA,0
Cabarrus,37025042504,2.563621144,1,1,1575,1531,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,7.6,103750,0,0.198501873,0.801498127,NA,0
Cabarrus,37025042601,3.363573499,1,1,5282,5142,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,2.5,107143,0.047439353,0.201617251,0.750943396,NA,0
Cabarrus,37025042602,5.095923997,1,1,3796,4076,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,23.3,52104,0.006954103,0.315716273,0.677329624,NA,1
Cabarrus,37025042603,8.619505959,1,1,7031,7386,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,7,87772,0.010808926,0.273012552,0.716178522,NA,0
Cabarrus,37025042604,3.666290732,1,1,5026,5141,178011,181199,184290,187294,191796,196508,201590,201448,0.152906281,0.176889321,0.753599497,0.715777769,28,32,7,6,78,87,16,11,5.2,78314,0.021436848,0.221320973,0.757242178,NA,0
Caldwell,37027030100,3.154108822,1,1,5479,5387,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,31.7,35692,0.166595105,0.447402319,0.386002576,1,1
Caldwell,37027030200,17.74359727,1,1,5634,5073,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,28.6,29326,0.030365414,0.41482244,0.554812146,NA,0
Caldwell,37027030300,9.075576412,1,1,4204,4345,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,26.2,47371,0.045515395,0.408299866,0.546184739,NA,1
Caldwell,37027030400,4.850118997,1,1,4636,4027,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,19,36452,0.072527473,0.372527473,0.554945055,1,1
Caldwell,37027030500,7.509857961,1,1,4666,4965,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,10.8,63574,0.015584416,0.331948052,0.652467532,NA,0
Caldwell,37027030600,6.038117937,1,1,4303,4509,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,15.3,56435,0.032840722,0.245210728,0.72194855,NA,0
Caldwell,37027030700,9.953185111,1,1,7056,6697,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,17,43056,0.029411765,0.265450484,0.705137751,NA,1
Caldwell,37027030800,19.144847,1,1,8169,8162,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,20.4,47649,0.04592017,0.21971035,0.734369481,NA,1
Caldwell,37027030900,96.9490627,2,2,4971,4588,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,30.5,31820,0.017151767,0.177234927,0.805613306,NA,0
Caldwell,37027031000,123.798662,2,2,3042,3325,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,9.4,49228,0.018126888,0.220543807,0.761329305,NA,0
Caldwell,37027031100,53.66060962,2,2,4318,4109,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,14,43125,0.047531993,0.22242535,0.730042657,NA,0
Caldwell,37027031201,58.18301861,2,2,4672,4418,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,17.8,50417,0.069415449,0.283924843,0.646659708,NA,0
Caldwell,37027031202,20.50879657,1,1,4587,4222,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,19.9,48722,0.049244544,0.261891438,0.688864018,NA,0
Caldwell,37027031300,24.51145102,1,1,8094,8706,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,14.1,63739,0.021120563,0.26400704,0.714872397,NA,0
Caldwell,37027031401,7.443283907,1,1,3193,3381,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,29.1,43056,0.023431595,0.228269085,0.74829932,NA,0
Caldwell,37027031402,6.032276984,1,1,3580,3355,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,25,43910,0.06568833,0.264150943,0.670160727,NA,1
Caldwell,37027031403,3.009229772,1,1,2425,2510,83029,82311,81979,81912,81494,81282,81449,81779,0.049211721,0.048790032,0.902395549,0.891512491,15,12,1,2,48,42,2,0,23.9,43382,0.080284553,0.290650407,0.629065041,NA,1
Camden,37029950101,150.4702551,2,2,5324,5681,9980,10045,10035,10135,10272,10279,10418,10447,0.131863727,0.139944482,0.820941884,0.824542931,1,0,0,0,5,7,0,0,8.4,74880,0.022661524,0.181292189,0.796046287,NA,0
Camden,37029950102,90.08607994,2,2,4656,4766,9980,10045,10035,10135,10272,10279,10418,10447,0.131863727,0.139944482,0.820941884,0.824542931,1,0,0,0,5,7,0,0,4.9,65882,0.015323496,0.212826334,0.77185017,NA,0
Carteret,37031970101,10.82021075,10,10,1216,954,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,17.2,71250,0.044973545,0.164021164,0.791005291,NA,0
Carteret,37031970102,208.4975386,5,5,2608,2442,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,15.2,49612,0.007252947,0.310970082,0.681776972,NA,0
Carteret,37031970103,14.02880013,5,5,3046,2541,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,13.1,43837,0.034644195,0.321161049,0.644194757,NA,0
Carteret,37031970200,3.170221638,5,5,1207,1361,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,7,54821,0.070934256,0.235294118,0.693771626,NA,0
Carteret,37031970301,37.61595112,4,4,4623,4561,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,19.5,59872,0.037593985,0.376441103,0.585964912,NA,0
Carteret,37031970302,1.834447496,4,4,1092,1119,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,45.1,30833,0.179732314,0.328871893,0.491395793,NA,0
Carteret,37031970303,1.082658684,4,4,688,1061,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,7.7,51786,0.097902098,0.459207459,0.442890443,NA,0
Carteret,37031970304,3.328695345,4,4,2241,2107,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,36.8,33906,0.08226691,0.487202925,0.430530165,NA,0
Carteret,37031970401,0.815410728,4,4,1520,1721,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,31.3,33973,0.171067738,0.452353617,0.376578645,NA,0
Carteret,37031970402,0.922850608,4,4,1582,1454,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,32.1,36250,0.098408104,0.457308249,0.444283647,NA,1
Carteret,37031970403,0.976378269,4,4,1191,1160,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,15.3,91641,0.04180602,0.408026756,0.550167224,NA,0
Carteret,37031970501,6.773576171,4,4,2436,2935,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,20.8,44826,0.132494449,0.36861584,0.498889711,NA,0
Carteret,37031970502,2.353254146,4,4,1935,2225,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,6.7,74167,0.038167939,0.308615049,0.653217012,NA,0
Carteret,37031970503,0.915486481,4,4,2218,2332,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,14.7,61429,0.065510597,0.358381503,0.5761079,NA,0
Carteret,37031970504,2.539202112,4,4,1771,1794,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,22.1,61488,0.060273973,0.22739726,0.712328767,NA,1
Carteret,37031970601,1.133503707,4,4,1306,1570,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,18,52321,0,0.386039886,0.613960114,NA,0
Carteret,37031970602,1.205687053,4,4,1025,1065,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,1.3,91250,0.029106029,0.137214137,0.833679834,NA,0
Carteret,37031970603,4.470572064,4,4,1640,1512,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,13.8,48899,0.100946372,0.380126183,0.518927445,NA,0
Carteret,37031970604,2.118922559,4,4,2095,2248,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,6.6,84297,0.037267081,0.283643892,0.679089027,NA,0
Carteret,37031970605,0.860472713,4,4,1247,1419,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,6.3,70625,0.073855244,0.379615953,0.546528804,NA,0
Carteret,37031970701,7.657041654,4,4,1409,1131,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,19.7,50855,0.047029703,0.237623762,0.715346535,NA,0
Carteret,37031970702,15.56760765,5,5,3529,3199,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,15.7,69271,0.023217247,0.305970149,0.670812604,NA,0
Carteret,37031970703,5.155084116,4,4,5452,5433,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,15.2,39794,0.04036965,0.313229572,0.646400778,NA,1
Carteret,37031970704,55.47979064,5,5,2379,2399,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,18,59464,0.039742213,0.307196563,0.653061224,NA,0
Carteret,37031970801,10.92709657,6,6,2363,3070,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,9.4,52733,0.021043001,0.215919488,0.763037511,NA,0
Carteret,37031970802,3.32530421,4,4,1626,2076,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,4.2,94167,0.023894863,0.2520908,0.724014337,NA,0
Carteret,37031970803,2.461674726,4,4,1471,1670,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,6.3,69773,0.014265335,0.232524964,0.7532097,NA,0
Carteret,37031970804,13.96355002,4,4,3052,3362,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,8.4,69507,0.005169867,0.215657312,0.779172821,NA,0
Carteret,37031970805,52.21115851,5,5,1634,1582,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,13.9,54375,0.029585799,0.344674556,0.625739645,NA,0
Carteret,37031970901,1.768566109,4,4,1156,1127,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,6.3,103125,0,0.19009901,0.80990099,NA,0
Carteret,37031970902,1.706071225,4,4,1282,1361,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,20.3,61458,0.013100437,0.324599709,0.662299854,NA,0
Carteret,37031970903,2.257226288,4,4,1217,1211,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,9.5,72153,0.01584507,0.274647887,0.709507042,NA,0
Carteret,37031971001,0.750435523,4,4,356,543,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,6.2,61250,0.003831418,0.475095785,0.521072797,NA,0
Carteret,37031971002,2.22357787,4,4,1339,1368,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,4.1,81023,0.016296296,0.32,0.663703704,NA,0
Carteret,37031971101,1.617779696,4,4,962,1241,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,9.6,55950,0,0.359735974,0.640264026,NA,0
Carteret,37031971102,1.772412845,4,4,555,566,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,12.7,55921,0.04248366,0.529411765,0.428104575,NA,0
Carteret,37031980100,21.94325611,10,10,0,0,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,0,0,NA,NA,NA,NA,0
Carteret,37031990100,0,4,4,0,0,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,14,13,1,1,42,43,9,9,0,0,NA,NA,NA,NA,0
NA,37031990200,0,99,99,0,0,66469,67358,67738,68441,68751,68863,68890,68920,0.060795258,0.056297156,0.892837262,0.899419617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caswell,37033930100,53.72888098,5,5,2436,2416,23719,23603,23220,23294,23036,23012,22910,22746,0.338125553,0.329860195,0.624773388,0.63211114,2,1,0,0,14,17,2,0,24.4,47344,0.021574973,0.276159655,0.702265372,NA,1
Caswell,37033930200,91.26461513,10,10,5838,5561,23719,23603,23220,23294,23036,23012,22910,22746,0.338125553,0.329860195,0.624773388,0.63211114,2,1,0,0,14,17,2,0,31.8,41051,0.191211975,0.286335104,0.522452921,NA,0
Caswell,37033930300,45.10357191,5,5,4165,4016,23719,23603,23220,23294,23036,23012,22910,22746,0.338125553,0.329860195,0.624773388,0.63211114,2,1,0,0,14,17,2,0,27.9,55045,0.097589653,0.265726044,0.636684303,NA,0
Caswell,37033930400,48.45980522,3,3,2643,2212,23719,23603,23220,23294,23036,23012,22910,22746,0.338125553,0.329860195,0.624773388,0.63211114,2,1,0,0,14,17,2,0,18.3,47122,0.103849597,0.344673232,0.551477171,NA,0
Caswell,37033930500,61.08681392,2,2,3847,3491,23719,23603,23220,23294,23036,23012,22910,22746,0.338125553,0.329860195,0.624773388,0.63211114,2,1,0,0,14,17,2,0,12.5,51833,0.072115385,0.217032967,0.710851648,NA,0
Caswell,37033930600,125.2780275,2,2,4790,5050,23719,23603,23220,23294,23036,23012,22910,22746,0.338125553,0.329860195,0.624773388,0.63211114,2,1,0,0,14,17,2,0,12.3,55404,0.047878128,0.122415669,0.829706202,NA,0
Catawba,37035010101,27.17052434,2,2,6112,5876,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,11.4,51696,0.004635483,0.207332491,0.788032027,NA,0
Catawba,37035010102,9.190944514,1,1,4057,3954,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,5.9,61767,0.07521059,0.251504212,0.673285199,NA,0
Catawba,37035010201,10.82641541,1,1,4815,4878,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,13.4,53792,0.009345794,0.293567894,0.697086311,NA,0
Catawba,37035010202,14.95001714,1,1,8365,8493,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,23.7,50103,0.034715526,0.257794921,0.707489553,NA,0
Catawba,37035010301,6.542714484,1,1,4821,4836,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,8.1,57214,0.062751871,0.203223949,0.73402418,NA,0
Catawba,37035010302,4.465360071,1,1,5467,5934,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,9.1,80694,0.062396694,0.346694215,0.590909091,NA,0
Catawba,37035010303,3.393999895,1,1,4027,4464,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,20.8,51941,0.092941176,0.242941176,0.664117647,NA,1
Catawba,37035010304,3.525027915,1,1,4344,4164,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,12.1,46641,0.103308575,0.321404456,0.575286968,NA,0
Catawba,37035010401,3.17714252,1,1,6593,7299,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,17.8,52833,0.017516902,0.407498463,0.574984634,NA,0
Catawba,37035010402,1.712921064,1,1,4948,4868,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,35.9,24350,0.132804233,0.513756614,0.353439153,1,0
Catawba,37035010501,2.446946858,1,1,3753,3808,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,5.7,99955,0.030592734,0.298279159,0.671128107,NA,0
Catawba,37035010502,2.753986119,1,1,3226,3644,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,7.7,90682,0.014771049,0.209748892,0.775480059,NA,0
Catawba,37035010600,3.901199156,1,1,6421,5895,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,20.7,63135,0.031765179,0.364294331,0.603940491,NA,1
Catawba,37035010700,1.41602046,1,1,2426,2211,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,33.9,36507,0.110683349,0.400384986,0.488931665,NA,0
Catawba,37035010900,2.016571505,1,1,3762,3273,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,30.7,34263,0.261410788,0.378284924,0.360304288,1,1
Catawba,37035011000,6.484319618,1,1,2644,2238,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,24.1,32093,0.086691087,0.326007326,0.587301587,NA,1
Catawba,37035011101,11.32318914,1,1,3497,3719,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,7.3,56154,0.010351967,0.289855072,0.699792961,NA,0
Catawba,37035011102,11.92662051,1,1,6873,7876,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,18,52344,0.015540541,0.353040541,0.631418919,NA,0
Catawba,37035011200,5.013277282,1,1,5983,6418,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,14.3,39314,0.024169184,0.438066465,0.53776435,NA,1
Catawba,37035011300,10.53501252,1,1,7187,6850,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,31.8,32231,0.09230208,0.338197738,0.569500182,NA,1
Catawba,37035011401,13.00767108,1,1,3525,3613,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,13,57113,0.081850534,0.256939502,0.661209964,NA,0
Catawba,37035011402,16.91651081,2,2,4030,3863,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,10,62031,0.093299937,0.356919224,0.549780839,NA,0
Catawba,37035011501,34.66413628,2,2,4821,4685,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,8.1,59671,0.021806854,0.190031153,0.788161994,NA,0
Catawba,37035011503,24.24805636,2,2,3715,3687,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,9.1,73750,0.019886364,0.196022727,0.784090909,NA,0
Catawba,37035011504,14.2951087,2,2,5616,6597,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,4.4,69316,0.052995392,0.154761905,0.792242704,NA,0
Catawba,37035011601,16.66606756,1,1,4487,4633,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,11.7,51650,0.020395156,0.261312938,0.718291906,NA,0
Catawba,37035011602,19.1345902,2,2,5546,5170,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,18.5,51646,0.005859375,0.287597656,0.706542969,NA,0
Catawba,37035011701,13.606192,1,1,4280,4438,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,17,56862,0.021971496,0.227434679,0.750593824,NA,0
Catawba,37035011702,34.28015844,2,2,6847,6958,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,12.6,55746,0.027698574,0.178818737,0.793482688,NA,0
Catawba,37035011801,17.81608834,1,1,6218,6095,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,4.4,66612,0,0.162261082,0.837738918,NA,0
Catawba,37035011802,51.31464933,2,2,5952,6292,154358,154556,154940,155202,155109,155593,156459,156729,0.084485417,0.081490981,0.817262468,0.790383401,25,31,3,3,87,85,4,7,18.6,56623,0.062607945,0.174006908,0.763385147,NA,0
Chatham,37037020103,10.98853856,1,1,4335,4651,63505,65193,65764,66622,68492,70770,72243,69791,0.132147075,0.115673941,0.759577986,0.805118138,14,13,1,1,36,33,1,0,9.2,106698,0.020212766,0.243085106,0.736702128,NA,0
Chatham,37037020104,15.84491164,7,7.1,4667,4846,63505,65193,65764,66622,68492,70770,72243,69791,0.132147075,0.115673941,0.759577986,0.805118138,14,13,1,1,36,33,1,0,5.2,101857,0.047330097,0.409789644,0.542880259,NA,0
